537	496	75	75
536	483	78	78
527	483	91	73
527	482	92	73
541	471	85	70
571	458	85	71
595	449	76	69
586	438	85	67
585	435	89	69
585	429	82	67
581	423	78	60
571	414	78	60
566	410	69	52
566	411	70	52
557	405	72	55
545	402	72	61
536	410	72	65
530	422	60	61
531	422	60	61
528	433	61	55
521	420	61	65
504	395	69	72
483	366	68	73
482	365	70	74
465	330	68	81
448	300	63	78
432	276	66	69
419	261	67	60
417	260	68	60
418	256	66	71
440	279	92	112
493	338	114	136
565	421	125	129
565	421	126	129
649	503	127	76
736	500	110	76
799	445	76	102
811	373	68	118
812	374	67	116
768	297	90	121
708	229	107	114
631	156	119	110
555	113	115	94
555	113	117	89
488	96	116	70
419	98	116	83
381	130	90	126
361	210	68	153
360	209	68	154
371	312	98	163
416	427	146	135
511	510	151	75
618	495	152	87
618	496	151	86
719	421	122	126
783	305	93	159
809	170	73	177
745	48	118	170
744	49	120	170
643	0	159	100
586	0	93	10
574	44	83	30
575	97	34	64
482	197	57	38
465	190	79	10
511	184	42	25
454	131	17	25
450	128	15	21
450	130	17	24
452	131	11	17
440	129	17	22
469	151	19	27
423	188	38	30
422	193	37	58
328	304	28	24
329	311	34	20
335	315	35	22
344	317	35	25
343	299	35	43
352	323	35	25
358	318	35	35
366	334	34	23
374	337	33	22
374	340	32	20
328	296	33	38
313	264	39	31
375	197	37	44
360	254	66	27
290	321	38	47
377	241	32	29
381	254	26	28
356	272	40	26
418	306	35	55
380	321	10	51
330	307	29	36
387	293	34	69
480	339	31	35
486	345	31	29
486	338	31	36
493	343	31	32
499	338	32	37
506	351	31	24
510	341	31	34
510	338	32	37
494	321	51	53
505	326	47	47
524	347	31	25
527	351	31	19
528	348	29	21
530	348	30	20
532	347	30	20
534	346	30	20
536	346	30	19
536	347	29	19
537	347	30	20
540	344	30	22
542	346	32	21
545	341	32	24
546	335	31	30
529	398	52	25
521	352	59	85
499	330	65	66
478	311	67	56
478	310	67	55
455	299	69	54
436	300	66	50
428	305	62	56
430	318	57	53
430	318	56	52
440	324	66	50
464	323	69	51
492	323	71	55
520	334	70	78
519	336	69	77
544	366	56	104
506	421	87	102
427	477	124	75
339	505	129	63
339	506	126	62
244	509	141	58
159	488	129	71
93	449	113	83
74	382	74	109
76	382	73	109
73	309	76	113
96	255	117	99
153	215	132	80
231	206	144	60
231	205	145	60
334	205	136	60
431	214	61	54
552	232	44	58
619	243	74	62
618	242	93	61
639	248	74	57
566	236	117	64
470	205	138	76
372	201	140	66
374	201	138	66
278	191	133	59
197	189	127	61
161	200	87	89
157	241	67	93
158	241	66	93
161	292	76	108
181	346	97	114
222	407	108	108
277	457	112	102
277	460	113	100
341	503	116	95
409	543	116	79
482	573	107	64
546	577	101	65
547	577	98	65
600	561	89	74
642	531	82	82
674	500	72	82
695	457	64	86
695	457	63	86
707	414	60	91
716	375	57	84
723	335	57	79
729	303	55	78
729	302	55	78
734	279	55	71
738	256	55	65
739	242	56	62
742	235	57	57
742	235	57	57
745	232	56	54
747	234	57	55
749	241	57	57
751	254	56	59
751	254	56	59
753	272	57	74
756	298	57	70
763	316	61	57
773	277	60	85
773	276	61	85
780	222	54	94
772	156	61	103
742	98	77	99
693	74	98	68
688	75	103	68
632	78	106	99
589	124	87	143
567	214	64	180
572	341	99	182
571	341	102	182
629	464	146	117
752	539	186	68
885	505	172	96
1003	429	147	122
1004	430	147	122
1100	328	98	132
1139	221	76	140
1126	120	92	141
1076	36	121	133
1076	37	120	133
998	0	144	87
926	0	141	36
845	1	101	28
767	0	70	29
738	0	97	23
672	1	83	43
568	1	117	106
485	51	119	144
436	145	101	139
439	146	97	147
422	254	69	168
424	372	73	160
450	470	101	141
505	557	123	95
504	557	123	94
579	601	116	60
653	589	108	68
711	558	96	80
756	525	91	79
756	525	92	79
794	493	85	76
823	461	80	76
842	429	79	72
873	403	63	69
872	403	62	69
887	382	65	63
898	365	69	58
912	354	73	52
925	348	68	47
925	347	69	48
937	343	69	48
948	347	67	49
958	351	65	53
962	363	64	56
962	363	64	56
959	379	69	60
946	397	76	62
917	421	92	59
892	441	92	60
889	441	94	60
839	463	106	65
797	484	101	69
744	509	103	65
691	531	94	62
693	531	92	61
635	546	96	56
583	553	85	52
533	550	78	52
491	528	76	65
490	527	77	65
464	492	63	75
448	448	56	82
439	398	53	83
432	353	53	84
432	355	52	82
427	317	56	79
418	279	60	72
411	249	57	69
403	227	56	64
403	227	54	64
395	209	54	56
383	195	54	55
373	189	53	51
364	187	50	49
363	187	51	49
355	186	47	57
347	198	47	57
342	212	48	64
338	234	48	69
338	234	47	69
336	262	48	71
335	295	48	77
336	337	49	73
341	374	63	76
341	374	63	76
370	412	82	67
416	438	105	57
495	452	104	46
559	436	108	59
558	436	109	58
629	397	98	77
683	331	81	97
720	258	61	105
736	186	53	106
737	186	52	106
720	114	67	104
692	49	77	101
646	2	89	84
585	0	106	39
591	1	98	39
529	0	98	19
471	1	80	21
412	0	68	46
335	1	84	110
334	1	86	111
307	63	68	145
305	164	48	148
312	265	69	150
339	371	101	124
338	371	102	126
397	455	113	82
472	495	124	53
556	489	109	56
627	459	100	70
624	459	104	70
684	417	78	79
717	378	61	79
722	339	56	68
707	319	59	57
706	319	61	57
683	311	64	47
660	312	62	49
631	321	68	54
611	337	63	60
611	337	66	60
603	359	55	56
601	375	52	49
613	377	60	50
630	367	70	51
630	367	70	51
658	358	77	49
694	362	75	56
727	380	67	73
737	414	62	93
737	413	63	94
703	464	84	90
643	506	100	72
562	537	113	56
486	539	112	54
485	539	113	54
411	526	115	62
355	497	94	73
330	459	67	83
329	414	63	83
329	414	62	82
347	380	81	78
390	355	96	68
448	342	99	56
509	339	107	49
509	339	104	49
575	341	95	48
646	345	96	54
714	356	100	54
766	368	103	54
767	366	102	56
820	375	65	58
816	385	66	63
787	401	72	69
731	423	95	77
732	422	95	78
687	453	96	78
621	484	106	65
551	499	113	60
484	503	114	61
485	504	112	60
420	503	113	61
353	501	111	61
294	501	103	61
260	495	76	65
260	495	77	67
250	485	60	68
249	479	61	66
258	475	71	65
279	474	75	63
279	473	75	63
310	474	77	64
347	478	87	64
388	484	99	65
440	492	102	64
440	495	102	61
494	501	98	62
555	510	103	57
616	510	108	56
682	499	98	64
681	499	98	62
728	471	98	75
775	442	88	77
806	404	73	80
820	365	63	77
821	364	62	78
812	321	67	79
794	287	70	77
770	246	80	75
747	212	75	79
745	211	76	79
709	184	86	74
681	163	87	67
652	153	83	59
624	151	78	55
624	151	79	57
588	155	83	66
562	170	81	78
538	197	79	89
522	237	70	95
522	237	70	96
514	285	61	103
513	340	63	109
526	402	72	99
555	449	78	86
554	448	79	86
590	488	81	68
629	500	86	59
673	489	80	66
707	464	74	74
703	463	77	75
733	430	70	77
751	395	66	81
766	350	61	82
773	310	61	80
773	309	61	80
782	273	60	70
783	238	62	73
788	211	63	71
794	191	62	67
793	191	62	67
799	175	63	62
802	165	64	60
804	161	67	54
811	154	65	59
810	160	65	55
817	165	63	61
822	178	64	71
825	208	62	95
825	261	64	113
824	259	65	114
813	327	70	130
764	412	100	114
681	478	130	79
609	464	114	91
610	467	114	89
563	390	88	115
540	302	67	129
538	211	65	130
551	139	93	115
550	140	94	114
594	94	130	90
668	75	136	62
756	79	139	80
837	109	125	122
836	110	127	124
897	180	87	146
892	278	94	154
832	383	118	119
733	445	142	71
733	447	141	68
641	418	142	93
575	354	123	116
531	262	100	132
521	171	68	137
521	171	67	137
525	95	70	129
549	32	98	109
599	4	115	76
663	0	129	58
662	0	129	57
743	1	128	81
804	23	119	101
864	67	109	106
912	120	95	112
912	119	95	112
952	179	79	116
964	245	75	110
967	313	71	105
950	365	83	103
954	365	79	105
935	413	82	102
913	463	85	91
888	501	87	86
858	533	86	84
863	532	83	85
830	562	87	78
804	583	83	69
780	591	77	66
756	584	78	71
757	585	78	70
735	573	72	73
713	553	76	78
693	524	75	86
675	493	76	89
676	493	75	88
662	459	71	95
646	410	72	104
631	356	70	105
610	294	70	102
610	294	71	103
593	241	70	97
576	193	71	92
558	152	73	80
545	118	71	80
544	118	72	80
532	87	71	74
519	66	71	70
508	52	72	62
498	42	73	64
498	43	73	64
487	41	74	61
474	44	75	63
463	53	76	66
448	68	77	75
449	67	76	75
436	91	76	74
421	117	76	94
410	155	78	95
403	199	70	104
405	197	68	105
397	254	67	111
392	307	66	121
387	374	65	133
390	442	70	135
391	445	69	131
403	513	97	122
444	564	114	101
506	593	116	95
568	613	115	82
569	613	115	81
643	579	105	104
704	518	103	127
748	450	110	148
796	371	93	158
797	371	92	155
807	276	90	152
768	174	122	153
696	74	167	155
609	11	182	131
610	11	181	131
508	1	188	90
414	4	184	135
336	48	151	186
296	149	125	209
298	142	126	218
290	263	90	220
293	399	117	212
319	505	142	206
374	621	132	97
374	624	133	94
443	692	88	26
544	624	55	91
615	619	95	94
579	613	136	103
577	620	135	97
577	619	133	99
600	592	120	125
526	438	190	259
603	646	252	72
776	668	91	51
776	692	72	26
767	680	86	39
757	663	104	55
748	645	112	73
749	645	112	73
737	621	112	96
730	600	112	119
716	580	114	124
697	562	116	122
696	562	118	123
668	546	123	122
645	528	125	125
620	520	121	124
594	518	123	117
592	517	125	119
572	515	126	113
553	513	128	111
533	518	130	110
513	521	130	112
514	520	129	112
493	509	127	115
483	479	121	126
476	454	121	122
474	439	123	115
474	439	123	116
477	429	123	112
481	430	123	115
477	437	123	117
461	447	129	115
459	447	130	115
429	450	136	115
388	449	139	116
351	451	139	119
317	459	138	125
317	460	138	125
288	475	130	136
265	500	126	147
270	533	159	125
338	543	196	128
336	543	198	127
432	560	231	120
575	574	221	116
718	585	219	111
832	589	241	116
831	590	241	115
963	596	233	114
1097	571	180	135
1174	545	101	136
1189	507	88	133
1191	506	86	135
1155	481	123	125
1089	468	188	119
994	462	236	139
867	467	261	151
868	467	262	150
760	487	247	153
648	506	228	148
517	539	223	139
374	558	241	144
376	560	238	141
255	578	237	138
132	606	231	111
61	641	176	76
57	663	154	54
59	662	152	56
111	682	175	36
237	678	148	41
139	606	241	82
533	334	56	60
536	336	41	42
540	339	41	43
546	340	40	45
547	337	42	45
549	332	43	47
549	332	42	45
547	330	34	40
475	311	58	57
364	266	19	43
354	278	16	18
355	278	15	17
353	273	13	13
367	273	10	11
389	276	10	11
410	272	10	13
410	272	10	12
407	263	10	12
432	273	10	13
449	283	10	11
440	263	39	51
432	216	117	106
392	251	111	122
364	300	99	135
360	363	91	148
370	440	109	144
370	439	109	144
398	508	126	134
453	563	129	117
513	606	136	106
586	635	126	83
586	636	125	82
641	639	127	80
695	615	118	100
737	571	111	113
767	515	107	121
766	515	107	121
787	448	101	127
803	384	97	125
815	328	97	108
824	272	97	111
824	271	98	111
834	227	99	104
844	186	98	99
856	159	98	88
865	137	99	85
863	137	101	85
871	124	104	81
883	120	102	77
891	121	101	77
899	127	100	83
898	127	100	79
908	139	100	95
913	162	102	111
917	203	99	111
927	246	100	113
928	247	105	114
928	292	98	109
926	334	104	107
919	380	105	97
906	419	101	92
905	419	101	88
899	451	97	79
897	472	95	72
896	479	96	71
896	480	96	71
896	479	96	71
897	478	96	71
900	472	95	73
902	464	96	71
905	455	95	71
905	455	95	70
906	443	95	73
905	431	94	73
904	418	94	74
904	404	93	73
905	404	92	71
902	391	91	73
898	379	93	71
895	369	94	69
893	360	93	69
891	360	94	67
889	350	94	69
884	341	94	72
879	333	94	70
874	325	92	72
872	326	94	72
867	319	92	71
859	315	92	70
854	311	91	69
846	306	90	69
844	306	92	69
835	302	91	70
825	297	92	72
814	293	92	73
806	289	90	73
805	289	92	72
797	284	90	71
789	281	89	71
781	278	87	69
775	277	87	70
775	277	87	70
768	278	87	69
765	279	86	68
761	281	86	72
758	284	90	70
757	283	89	70
756	279	89	74
763	258	81	81
754	214	86	92
752	162	80	92
752	159	80	97
731	89	96	107
722	39	95	115
710	7	93	105
698	0	89	80
698	1	90	80
692	1	85	59
685	0	84	31
688	0	36	13
683	2	61	24
678	0	88	45
669	129	39	40
700	78	43	39
657	1	81	27
652	0	86	51
652	0	85	53
646	0	86	90
642	21	87	108
638	64	85	103
632	117	85	107
634	116	84	108
626	173	82	110
614	238	83	89
612	282	80	95
602	333	84	85
603	331	82	92
596	369	85	85
595	403	83	78
592	429	82	77
593	455	83	69
593	455	83	68
594	470	83	67
596	480	86	64
596	486	87	65
595	490	88	64
596	490	87	64
594	492	85	63
593	492	84	63
594	488	83	64
596	480	81	66
593	480	85	66
595	471	84	68
595	460	84	68
595	449	83	69
597	435	81	69
596	435	82	69
598	422	79	72
600	407	79	73
600	393	81	72
603	380	80	71
602	381	81	70
604	365	81	73
608	354	81	70
609	339	83	74
613	329	85	71
611	328	86	72
614	320	85	70
616	310	87	72
612	306	93	71
617	301	90	70
616	301	90	68
618	299	90	74
622	299	88	82
625	305	86	86
628	320	87	84
627	320	88	86
635	337	85	87
640	357	87	95
649	383	85	99
656	420	87	99
656	419	85	101
663	447	84	106
660	481	88	90
657	499	86	87
653	512	87	84
653	510	86	86
649	521	87	82
644	529	87	82
640	531	86	83
636	519	83	83
634	517	85	85
632	500	81	85
627	484	82	81
624	467	82	78
621	457	80	79
620	456	82	79
614	453	80	80
605	454	79	81
597	456	79	78
594	459	77	73
595	459	78	74
595	460	77	72
595	462	77	73
595	465	76	71
595	467	75	71
595	467	76	71
593	471	74	69
589	469	73	69
585	469	73	67
580	470	72	65
580	468	73	66
576	469	72	64
571	467	72	64
567	467	74	61
564	467	73	61
564	467	73	61
562	467	73	63
558	470	71	62
552	473	73	64
544	477	75	63
543	478	76	63
530	460	79	76
515	414	80	93
505	351	79	102
496	261	83	126
495	261	84	127
493	178	82	128
480	99	85	124
470	37	87	116
461	36	85	85
461	37	84	82
456	60	84	133
450	133	85	167
448	243	83	166
442	350	85	158
444	351	82	157
440	454	82	118
427	512	86	62
414	481	89	77
403	447	90	85
403	447	89	85
391	411	88	86
362	380	92	94
341	353	101	89
324	332	102	80
323	332	104	81
309	319	106	75
295	317	107	72
278	323	110	76
267	333	111	84
266	332	111	83
257	350	114	94
251	386	111	97
246	420	114	107
248	456	113	92
247	456	113	91
247	461	118	88
249	418	126	115
264	359	132	121
282	304	138	112
292	305	127	110
330	263	131	103
386	250	135	78
456	253	140	81
522	276	132	104
522	274	134	103
575	316	120	114
608	358	118	107
630	396	118	91
652	414	118	88
650	414	118	88
671	429	117	79
690	415	116	87
709	385	117	98
724	351	115	101
724	350	116	103
723	327	121	96
714	319	125	90
700	322	131	86
687	333	126	107
686	332	131	107
668	364	132	124
660	403	123	135
645	457	128	131
641	509	126	137
641	509	126	139
640	564	126	139
641	621	125	96
644	659	124	60
647	679	122	39
648	679	121	39
649	680	121	38
650	674	122	44
649	668	122	50
649	656	123	62
650	656	122	61
649	640	121	78
646	624	120	93
642	607	121	100
637	583	119	106
635	583	121	104
630	557	119	106
624	532	119	105
616	503	120	106
609	474	120	111
609	475	120	110
601	441	121	112
595	410	121	108
591	377	121	110
590	331	118	123
590	329	118	126
584	318	123	103
579	297	125	98
577	274	125	93
576	257	123	92
576	258	123	91
576	240	122	89
574	228	123	90
573	218	123	90
571	207	121	89
570	207	121	87
570	199	121	87
569	192	122	85
571	184	123	86
573	185	121	84
