446	181	29	26
443	175	25	20
444	169	23	22
441	167	23	20
441	163	23	23
442	162	19	22
441	153	19	31
441	150	19	26
437	147	24	28
434	148	21	25
434	135	23	36
431	130	28	35
429	126	27	33
431	123	23	33
432	119	25	34
422	113	32	38
426	107	31	33
426	106	27	30
421	99	29	35
416	90	34	41
419	89	29	40
411	89	33	43
404	89	38	48
396	89	48	44
387	87	47	46
386	87	42	37
376	81	43	47
370	81	42	51
364	82	42	49
357	84	44	57
338	83	57	60
323	85	57	49
321	92	49	45
312	94	56	48
306	101	48	46
298	112	51	44
304	127	34	57
298	127	43	55
284	131	47	48
297	146	32	39
278	153	45	34
282	156	30	44
275	162	31	42
275	171	28	34
277	177	26	34
270	182	28	33
267	180	27	43
271	197	19	31
269	197	20	37
265	205	23	32
262	213	21	33
256	226	20	32
255	227	21	35
251	232	26	38
251	237	20	35
250	243	15	33
247	251	14	29
246	256	13	30
244	260	15	28
242	265	14	28
239	269	16	26
236	274	20	22
232	277	20	20
230	277	22	20
226	276	27	25
215	265	59	39
177	202	165	121
0	34	392	278
342	137	154	124
515	72	58	143
516	70	56	141
515	71	59	141
518	70	55	141
517	71	57	140
518	71	55	142
519	70	55	141
517	71	56	141
516	70	59	141
517	70	56	141
517	70	57	142
515	71	60	142
